bucket	token	count	guess	guesses	reason	source	record_id	lemma	field	translation
candidate_spelling	hombrado	1	nombrado	nombrado, sombrado, hombrada, hombrazo, hombreado, hombraco	hombrado -> nombrado	1629 Alarcón	1629-alarcon:001208	quetzalcoatl	Traducción	dios (o hechicero) quetzalcoatl / dios quetzalcoatl, (o culebra con penacho o cresta) / dios quetzalcoatl, o la culebra con cresta / el hombrado quetzalcoatl, ídolo principalisimo
candidate_spelling	homorrache	1	hombracho	hombracho	homorrache -> hombracho	153? Trilingüe	153-trilingue:006363	motlatlamatcaquetzani	Traducción	moharracho o homorrache
candidate_spelling	honorif	1	Honorio	Honorio	honorif -> Honorio	2021 Wimmer	2021-wimmer:042148	tlapopolhuililia	Traducción (es)	v.bitrans. motē-., honorif., perdonar a alguien
candidate_spelling	honrrozamente	1	honrosamente	honrosamente	honrrozamente -> honrosamente	1780 ? Bnf_361	1780-bnf-361:002454	tlayecchichiuhtli	Traducción	aderezo es adornar algo honrrozamente
candidate_spelling	horabuena	1	norabuena	norabuena, hornaguean	horabuena -> norabuena	17?? Bnf_362	17-bnf-362:003724	queicualitzin	Traducción	si, es lo mismo que sea en horabuena
candidate_spelling	horadamuros	1	horadamos	horadamos	horadamuros -> horadamos	1580 Sahagún/Máynez	1580-sahagun-maynez:001877	tepanmamalli	Traducción	horadamuros
candidate_spelling	horden	1	orden	orden, borden, horaden, horneen	horden -> orden	1547 Olmos_V ?	1547-olmos-v:001640	tecpana	Traducción	poner en horden
candidate_spelling	hornato	1	ornato	ornato, hornito	hornato -> ornato	1571 Molina 2	1571-molina-2:009825	in	Traducción	sirve de hornato en esta lengua, y en composición significa, los que. ejemplo intlaqua. quiere decir los que comen. etc.
candidate_spelling	horso	1	horst	horst, horno, corso, torso, horro, dorso	horso -> horst	153? Trilingüe	153-trilingue:001929	yayactic	Traducción	horso haço en color
candidate_spelling	hualli	1	hulla	hulla, hullas	hualli -> hulla	1645 Carochi	1645-carochi:000497	zan	Traducción	sólo / (excluyente) / sino / solamente / mä nel ~, siquiera / ~ cémi, de una vez / àmo ~ tlapohualpa, innumerables veces / ~ cánâ, en cual parte / ~ nö cuël, otra vez / ~ ye oncän, en el mismo lugar / àmo ~ miecpa, pocas veces / àmo ~ quën amî, no como quiera / àmo ~ tlapöhualli, infinita(s) / intlä
candidate_spelling	hácese	1	tácese	tácese, haces	hácese -> tácese	1571 Molina 2	1571-molina-2:018352	temachtilo	Traducción	todos enseñan, o predicase y hácese sermón, o están predicando
candidate_spelling	héndeduras	1	hendiduras	hendiduras, hendeduras	héndeduras -> hendiduras	1571 Molina 2	1571-molina-2:002703	tzatzayanaliztli	Traducción	resquebrajaduras, aberturas o héndeduras
candidate_spelling	héndida	1	vendida	vendida, tendida, hundida, rendida, hendida, hendido	héndida -> vendida	1571 Molina 2	1571-molina-2:002706	tzatzayanqui	Traducción	cosa rota, rasgada, despedazada, héndida o resquebrajada en muchas partes
candidate_spelling	hóndos	1	fondos	fondos, hongos, hondos, hondas, mondos	hóndos -> fondos	1571 Molina 1	1571-molina-1:012398	huihuitecticac texcalli	Traducción	peñascos riscos o despeñaderos espantosos y hóndos
candidate_spelling	ical	1	cal	cal, iCal, bical, iccl, icil, icdl	ical -> cal	2021 Wimmer	2021-wimmer:017389	icali	Traducción (es)	icali > ical. ver ihcali
candidate_spelling	iccen	1	icen	icen	iccen -> icen	17?? Bnf_362bis	17-bnf-362bis:000259	iccemmayan	Traducción	para siempre (es sinónimo de iccen) pero difieren en que iccen de tal manera significa de una vez para siempre, que no mira lo que ha de ser en adelante, sino lo que hasta entonces ha sido; mas iccemmayan significa de una vez para siempre
candidate_spelling	ictérica	1	ictericia	ictericia	ictérica -> ictericia	2021 Wimmer	2021-wimmer:035540	tetzauhcocolizzo	Traducción (es)	consunción, ictérica
candidate_spelling	icza	1	iza	iza	icza -> iza	2021 Wimmer	2021-wimmer:018075	iczalo	Traducción (es)	v.impers., en icza
candidate_spelling	idest	1	idees	idees	idest -> idees	1571 Molina 2	1571-molina-2:018899	azanitla ipan ticmatiz	Traducción	idest, no lo ternas por cosa de poco valor
candidate_spelling	ihca	1	inca	inca, ihda	ihca -> inca	2021 Wimmer	2021-wimmer:017818	icohua	Traducción (es)	v.impers., en ihca
candidate_spelling	ilamah	1	hilacha	hilacha	ilamah -> hilacha	2021 Wimmer	2021-wimmer:018392	ilamahyohuan	Traducción (es)	sobre ilamah, ancianas
candidate_spelling	ilamatton	1	ilamamtton	ilamamtton	ilamatton -> ilamamtton	2021 Wimmer	2021-wimmer:018416	ilamatoton	Traducción (es)	pl. en ilamatton
candidate_spelling	ilar	1	filar	filar, rilar, pilar, izar, liar, alar	ilar -> filar	1765 Cortés y Zedeño	1765-cortes-y-zedeno:001117	chocatiyo	Traducción	rueca para ilar
candidate_spelling	illico	1	iliaco	iliaco, illic, illic o	illico -> iliaco	17?? Bnf_362bis	17-bnf-362bis:000598	niman	Traducción	luego, al punto. statim, illico
candidate_spelling	iman	1	iban	iban, aman, izan, liman, giman, imano	iman -> iban	1780 ? Bnf_361	1780-bnf-361:022997	tlaacocuinitetl	Traducción	piedra iman
candidate_spelling	imitandole	1	imitando	imitando, imitándole	imitandole -> imitando	1571 Molina 1	1571-molina-1:024991	quixtia	Traducción	parecerse a su padre, imitandole o echar fuera de casa a otro
candidate_spelling	imitandolo	1	imitando	imitando, imitándolo	imitandolo -> imitando	1780 ? Bnf_361	1780-bnf-361:017957	quixtia	Traducción	soltar se prisión; despedir al criado; imitar o parecer el hijo a su padre, o echar fuera de casa, o del pueblo a otros; redimir; desterrar a otro dar de mano al preso; parecerse a su padre imitandolo*
candidate_spelling	immanel	1	Immanuel	Immanuel, imanes, imanen	immanel -> Immanuel	17?? Bnf_362bis	17-bnf-362bis:000364	intlanel	Traducción	aunque. pero significa esto de tal manera que no concede la cosa, sino que da por caso que sea así, aunque no lo sea; lo que no sucede en manel, immanel, macihui, con que se concede lo que con ellos se afirma
candidate_spelling	imper	1	impar	impar, impera, impere	imper -> impar	1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:001613	ma	Traducción	[imper] / (intensivo de negación) / (interrogativo) / [que] / aunque / si por ventura
candidate_spelling	impetante	1	imperante	imperante	impetante -> imperante	2021 Wimmer	2021-wimmer:020944	maceuhtli	Traducción (es)	impetante, quien consiguió
candidate_spelling	imponedo	1	imponed	imponed, imponedor, imponed o	imponedo -> imponed	1780 ? Bnf_361	1780-bnf-361:019528	temamachtiqui	Traducción	imponedo, o ensayador de otro
candidate_spelling	importun	1	importan	importan, importen, importuno, importuna, importune, importunó	importun -> importan	2021 Wimmer	2021-wimmer:028561	papazol	Traducción (es)	importun, inconveniente, grosero, despeinado
candidate_spelling	importunadndo	1	importunando	importunando	importunadndo -> importunando	1780 ? Bnf_361	1780-bnf-361:021764	tetlamatataquiliztica	Traducción	ahincadam(en(te importunadndo
candidate_spelling	importuner	1	importunar	importunar, importune, importunen, importunes, importuné, importaren	importuner -> importunar	1759 Paredes	1759-paredes:000782	amana	Traducción	importuner a / inquietar
candidate_spelling	impresionde	1	impresione	impresione, impresioné	impresionde -> impresione	1571 Molina 2	1571-molina-2:019473	tepoztlacopinaliztli	Traducción	impresionde libros, o el acto de imprimir
candidate_spelling	improprio	1	impropio	impropio, improperio	improprio -> impropio	17?? Bnf_362	17-bnf-362:004562	tlacatilia	Traducción	nacer el hombre; engendrar (aunque lo dicen es improprio)
candidate_spelling	inadvertancia	1	inadvertencia	inadvertencia	inadvertancia -> inadvertencia	1780 ? Bnf_361	1780-bnf-361:014841	nexxotla	Traducción	dar señal a alguno por donde se presuma, que el hizo algún mal o bien; soltárseme la palabra con descuido, e inadvertancia
candidate_spelling	incada	1	invada	invada, incida, incoada, hincada, fincada, tincada	incada -> invada	1780 ? Bnf_361	1780-bnf-361:028086	tlaquixtilli	Traducción	arrancada cosa o sacada que estaba incada
candidate_spelling	incedes	1	incides	incides	incedes -> incides	1571 Molina 2	1571-molina-2:016033	otli tlama	Traducción	enderecho del camino, o seguir el camino s. irás camino derecho, sin te apartar, a una parte ni a otra. i. recto tramite incedes
candidate_spelling	incendiendo	1	incendiando	incendiando, encendiendo	incendiendo -> incendiando	1547 Olmos_V ?	1547-olmos-v:000470	chitecuini	Traducción	ataja el fuego irse incendiendo
candidate_spelling	inciensamos	1	incineramos	incineramos, incensamos	inciensamos -> incineramos	2021 Wimmer	2021-wimmer:042133	tlapopochhuilo	Traducción (es)	v.impers. en popōchhuia., inciensamos
candidate_spelling	incitandolo	1	incitando	incitando, invitándolo	incitandolo -> incitando	1571 Molina 2	1571-molina-2:020656	teyollochololtiani	Traducción	el que levanta el corazón a otro, incitandolo, o prouocandolo a que haga algo
candidate_spelling	inconsideradam	1	inconsideradas	inconsideradas, inconsiderada	inconsideradam -> inconsideradas	1780 ? Bnf_361	1780-bnf-361:025254	tlailihuizoilli	Traducción	inconsideradam(en)te hecho algo
candidate_spelling	inconsideramente	1	inconsideradamente	inconsideradamente	inconsideramente -> inconsideradamente	17?? Bnf_362bis	17-bnf-362bis:000295	ilihuiz	Traducción	inconsideramente. sinónimo de tlalhuiz
candidate_spelling	inconuenientes	1	inconvenientes	inconvenientes	inconuenientes -> inconvenientes	1571 Molina 2	1571-molina-2:015087	nohuiampa  +	Traducción	ser muy circunspecto y avisado, mirando los inconuenientes que hay. etc.
candidate_spelling	indefinite	1	indefinido	indefinido, indefinida, indefinible	indefinite -> indefinido	2021 Wimmer	2021-wimmer:018931	ittilia	Traducción (es)	v.bitrans. motla-., tener una visión de algo. / v.bitrans. motla-., descubrir, reconocer algo. / v.bitrans. motla-., con pref.obj.indefinite, aparece
candidate_spelling	indicido	1	indicado	indicado, indicio, inducido, incidido	indicido -> indicado	1780 ? Bnf_361	1780-bnf-361:002631	tlayolmaxiltilli	Traducción	indicido por razones
candidate_spelling	indinación	1	indignación	indignación, indicación, indización	indinación -> indignación	1571 Molina 2	1571-molina-2:004633	yolpozoniliztli	Traducción	indinación, o enojo y saña
candidate_spelling	indix	1	indie	indie, india, indio, India, imdix, iidix	indix -> indie	1629 Alarcón	1629-alarcon:000127	tzoneptzin	Traducción	cabeza de perla (alfiler o dedo indix) [ver eptli]
candidate_spelling	inducidura	1	inducida	inducida, individuar	inducidura -> inducida	153? Trilingüe	153-trilingue:007261	tetlacuitlahuilticanonotzaloni	Traducción	inducidura cosa
candidate_spelling	infelicem	1	infelices	infelices, infelice	infelicem -> infelices	1547 Olmos_V ?	1547-olmos-v:001306	aqui	Traducción	facit infelicem
candidate_spelling	ingrada	1	ingrata	ingrata	ingrada -> ingrata	1565 Sahagún Escolios	1565-sahagun-escolios:000649	ixcococ	Traducción	cara de pocos amigos / persona mal ingrada
candidate_spelling	ingre	1	ingerí	ingerí	ingre -> ingerí	1571 Molina 2	1571-molina-2:017049	quexilli	Traducción	la ingre
candidate_spelling	inhonesto	1	indonesio	indonesio, inconexo, inmodesto	inhonesto -> indonesio	1595 Rincón	1595-rincon:000131	yecoa	Traducción	probar y si tiene acusativo de persona es verbo inhonesto (breve en la primera)
candidate_spelling	iniquac	1	inicua	inicua, inicuas	iniquac -> inicua	17?? Bnf_362bis	17-bnf-362bis:000272	icuac	Traducción	cuando, pero su propia significación es entonces, y mas si le precede iniquac, o cosa equivalente
candidate_spelling	injection	1	infección	infección, inyección, ingestión, ingénito, ingénitos	injection -> infección	1571 Molina 2	1571-molina-2:004703	iyoiyahue	Traducción	odesuentura. injection
candidate_spelling	inmediamente	1	inmediatamente	inmediatamente, inmensamente	inmediamente -> inmediatamente	1759 Paredes	1759-paredes:001586	axcampa  +	Traducción	inmediamente, al punto / luego al punto
candidate_spelling	inpedido	1	impedido	impedido	inpedido -> impedido	1780 ? Bnf_361	1780-bnf-361:002464	tlayecoliztli	Traducción	expedición en lo inpedido
candidate_spelling	inportuno	1	inoportuno	inoportuno, importuno, importunó	inportuno -> inoportuno	1571 Molina 2	1571-molina-2:011854	matataquilia	Traducción	ser inportuno en pedir, o procurar algo de otro
candidate_spelling	insipíente	1	incipiente	incipiente	insipíente -> incipiente	1571 Molina 2	1571-molina-2:008425	huelatlacaqui	Traducción	tonto e insipíente
candidate_spelling	instrullen	1	instruyen	instruyen	instrullen -> instruyen	17?? Bnf_362	17-bnf-362:003245	nonotza	Traducción	reprehender a otro, es frase con que ellos entienden la reprensión con que instrullen a sus hijos o familiares; amonestar para casar; hacer sermón, o predicar
candidate_spelling	interin	1	interino	interino, interina, ínterin, interim	interin -> interino	17?? Bnf_362bis	17-bnf-362bis:000628	oc	Traducción	por ahora, entretanto, en el interin, un poquito latin. tantisper
candidate_spelling	interjeción	1	interjección	interjección	interjeción -> interjección	153? Trilingüe	153-trilingue:003945	hahaha	Traducción	a a a interjeción del que se ríe
candidate_spelling	interjectión	1	interjección	interjección	interjectión -> interjección	1571 Molina 2	1571-molina-2:015064	nocne	Traducción	a bellaco, para reprehender. interjectión
candidate_spelling	interrogatiue	1	interrogativo	interrogativo, interrogativa	interrogatiue -> interrogativo	1595 Rincón	1595-rincon:000545	quemmach	Traducción	interrogatiue como es posible?
candidate_spelling	intricada	1	intrigada	intrigada, intrincada	intricada -> intrigada	153? Trilingüe	153-trilingue:011767	tlaohuitililli	Traducción	intricada casa o enhetrada
candidate_spelling	inuención	1	intención	intención, invención	inuención -> intención	1571 Molina 2	1571-molina-2:022507	tlaixnextiloni	Traducción	arte, o inuención para ganar, o adquirir algo
candidate_spelling	inuenta	1	intenta	intenta, inventa	inuenta -> intenta	1571 Molina 2	1571-molina-2:000605	tlatlapiquini	Traducción	el que inuenta mentiras muchas veces
candidate_spelling	inuentor	1	inventor	inventor	inuentor -> inventor	1571 Molina 2	1571-molina-2:001616	tlayocoyani	Traducción	inuentador tal, o inuentor e industrioso
candidate_spelling	inuocación	1	invocación	invocación, incoación, infuocación	inuocación -> invocación	1571 Molina 2	1571-molina-2:021247	tlacatecolonotzaliztli	Traducción	idolatría, o inuocación del demonio
candidate_spelling	inviado	1	enviado	enviado, invitado, invado	inviado -> enviado	17?? Bnf_362	17-bnf-362:004502	titlanqui	Traducción	mensajero; el que es inviado
candidate_spelling	ipampa	1	pampa	pampa	ipampa -> pampa	17?? Bnf_362	17-bnf-362:002497	ixpampa nehua	Traducción	huir, a este se le interpone, entre el adv. ipampa, y el verbo ehua el pronombre de la persona que hace
candidate_spelling	ipocrecia	1	hipocresía	hipocresía	ipocrecia -> hipocresía	1780 ? Bnf_361	1780-bnf-361:014866	neyectoquiliztli	Traducción	ipocrecia; fingimiento de ser bueno
candidate_spelling	irada	1	mirada	mirada, riada, tirada, rada, grada, izada	irada -> mirada	153? Trilingüe	153-trilingue:010978	tlahuellatlahuelihuini	Traducción	irada súbitamente
candidate_spelling	irreprehensible	1	irreprensible	irreprensible	irreprehensible -> irreprensible	1571 Molina 1	1571-molina-1:023722	atle yayoca	Traducción	irreprehensible
candidate_spelling	istencia	1	histérica	histérica	istencia -> histérica	1780 ? Bnf_361	1780-bnf-361:019114	teilochtiliztli	Traducción	res istencia
candidate_spelling	itaredor	1	iterados	iterados, iterado	itaredor -> iterados	1780 ? Bnf_361	1780-bnf-361:012887	motetlacahuatiani	Traducción	itaredor de esclavo a otro
candidate_spelling	itia	1	sitia	sitia, pitia	itia -> sitia	2021 Wimmer	2021-wimmer:039016	tlaitilo	Traducción (es)	v. pasivo en itia
candidate_spelling	ittalo	1	ítalo	ítalo, Italo	ittalo -> ítalo	2021 Wimmer	2021-wimmer:018927	itta	Traducción (es)	v.t. tla-., darse cuenta de eso, descubrir. / v.t. tla-., estar expuesto a. / v.refl. en sentido pasivo, ser visto. / passif., itto o ittalo
candidate_spelling	itto	1	hito	hito	itto -> hito	2021 Wimmer	2021-wimmer:018927	itta	Traducción (es)	v.t. tla-., darse cuenta de eso, descubrir. / v.t. tla-., estar expuesto a. / v.refl. en sentido pasivo, ser visto. / passif., itto o ittalo
candidate_spelling	ixca	1	inca	inca, ixcc, ixci, ixcd, ixcl, ixcm	ixca -> inca	2021 Wimmer	2021-wimmer:011976	comalli	Traducción (es)	placa caliente en la que cocinamos o freímos (ixca) ciertos alimentos y en particular las tortillas. azteca. comal. / anatomía, el bazo. / bazo, el bazo. / adorno, disco.·
candidate_spelling	ixicucic	1	ixicicic	ixicicic, ixicccic	ixicucic -> ixicicic	2021 Wimmer	2021-wimmer:019570	ixiuccic	Traducción (es)	que tiene la cara sucia, llena de manchas (s - ixicucic)
candidate_spelling	izta	1	iza	iza, iota	izta -> iza	2021 Wimmer	2021-wimmer:020695	iztapan	Traducción (es)	locativo en izta-tl, extensión de sal. / topónimo
candidate_spelling	izza	1	pizza	pizza, iza	izza -> pizza	17?? Bnf_362bis	17-bnf-362bis:000018	tlatzaccan	Traducción	al fin, al cabo. izza tlatzaccan. al fin, al cabo
candidate_spelling	jaguette	1	jugaste	jugaste, juguete, juguetee	jaguette -> jugaste	2021 Wimmer	2021-wimmer:005694	xicoltia	Traducción (es)	v.t. tē-., vestir a alguien con una jaguette, xicōlli. / v.refl., llevar jaguettes
candidate_spelling	jaguettes	1	jaguares	jaguares, jagüeyes, jaguayes, jagüeles	jaguettes -> jaguares	2021 Wimmer	2021-wimmer:005694	xicoltia	Traducción (es)	v.t. tē-., vestir a alguien con una jaguette, xicōlli. / v.refl., llevar jaguettes
candidate_spelling	jaola	1	Paola	Paola, jaula, jala, jalo, jalona	jaola -> Paola	153? Trilingüe	153-trilingue:001169	totocuauhcalli	Traducción	jaola o jaula para aves
candidate_spelling	jaribu	1	caribú	caribú	jaribu -> caribú	2021 Wimmer	2021-wimmer:010517	acacalotl	Traducción (es)	ornitología, nombre de un ave acuática, el jaribu
candidate_spelling	jarma	1	jarta	jarta, jaima, karma, arma, jara, jarra	jarma -> jarta	1780 ? Bnf_361	1780-bnf-361:020952	tepozteixilihuani	Traducción	puñal, jarma [arma] usada
candidate_spelling	jasando	1	pasando	pasando, basando, asando, tasando, casando, rasando	jasando -> pasando	153? Trilingüe	153-trilingue:010252	tezozo ^	Traducción	jasar sangrar jasando
candidate_spelling	javer	1	Javier	Javier	javer -> Javier	2021 Wimmer	2021-wimmer:003804	topiltzin	Traducción (es)	título sacerdotal del sacerdote encargado de sacrificar a la víctima. cf. clavijero, francisco javer, 1964. historia antigua de méxico p. 170-171
candidate_spelling	jente	1	gente	gente, vente, mente, ente, dente, junte	jente -> gente	1547 Olmos_V ?	1547-olmos-v:001630	teca	Traducción	ayuntarse la jente
candidate_spelling	jermo	1	Jero	Jero, termo, yermo, mermó, mermo, jerbo	jermo -> Jero	1780 ? Bnf_361	1780-bnf-361:007239	cuauhixtlahuatl	Traducción	jermo desierto con árboles
candidate_spelling	jimenoz	1	Jimeno	Jimeno, Jiménez	jimenoz -> Jimeno	2021 Wimmer	2021-wimmer:041345	tlaoltextli	Traducción (es)	harina de maíz, w. jimenoz moreno 1974,49
candidate_spelling	jues	1	pues	pues, juez, jures	jues -> pues	1780 ? Bnf_361	1780-bnf-361:002351	tlaxtlahuilyeyecoani	Traducción	jues de los edificios
candidate_spelling	junciao	1	juncias	juncias, juncia, juncia o	junciao -> juncias	1571 Molina 1	1571-molina-1:003284	tolpetlatl	Traducción	estera de otra junciao junquillo
candidate_spelling	juncio	1	Nuncio	Nuncio, juicio, junio, nuncio, junco, unció	juncio -> Nuncio	1780 ? Bnf_361	1780-bnf-361:003270	tolpetlatl	Traducción	estera de otro juncio junquillo
candidate_spelling	juncoso	1	juncos	juncos, juncos o	juncoso -> juncos	153? Trilingüe	153-trilingue:001711	xomalla	Traducción	juncoso lleno de juncos
candidate_spelling	jundandolas	1	fundándolas	fundándolas, juntándolas	jundandolas -> fundándolas	1780 ? Bnf_361	1780-bnf-361:014493	netechaxitia	Traducción	hacer llegar una cosa a otra, jundandolas
candidate_spelling	jundia	1	judía	judía, fundía, cundía, hundía, tundía, juncia	jundia -> judía	17?? Bnf_362	17-bnf-362:000761	xochiyotl	Traducción	en vano; en jundia
candidate_spelling	juntandola	1	ajuntándola	ajuntándola, juntando	juntandola -> ajuntándola	1780 ? Bnf_361	1780-bnf-361:013765	necuazaloliztli	Traducción	juntura de otra cosa juntandola
candidate_spelling	juradería	1	juraría	juraría	juradería -> juraría	153? Trilingüe	153-trilingue:010117	teuctlatoliztli	Traducción	juradería
candidate_spelling	jusgo	1	justo	justo, juego, jugó, jugo, juzgó, juzgo	jusgo -> justo	1692 Guerra	1692-guerra:000097	tzontequilia	Traducción	yo jusgo
candidate_spelling	jusión	1	fusión	fusión, yusión	jusión -> fusión	1571 Molina 2	1571-molina-2:013489	nahuatilli  +	Traducción	segunda jusión o mandato
candidate_spelling	justam	1	justa	justa, justas	justam -> justa	1780 ? Bnf_361	1780-bnf-361:023490	tlacanequi in nictlatzacuiltia, amozan	Traducción	castigar justam(en)te y con razón
candidate_spelling	justica	1	justicia	justicia, rústica	justica -> justicia	1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:001546	ixpantzinco	Traducción	ante / ante alguien / en presencia / justica
candidate_spelling	juuentud	1	juventud	juventud	juuentud -> juventud	1571 Molina 1	1571-molina-1:026681	telpochyotl	Traducción	mancebía juuentud
candidate_spelling	laapa	1	lapa	lapa, llapa, lampa	laapa -> lapa	1780 ? Bnf_361	1780-bnf-361:010737	ixtetzahuaca	Traducción	ser de alguna cosa liquida, y cuajada, como la laapa, o nata de leche cuajada, o de poleadas, cuando están frías, o de almidón, o de cosa semejante, que tiene tez en sobre haz
candidate_spelling	labaduras	1	lavaduras	lavaduras	labaduras -> lavaduras	1780 ? Bnf_361	1780-bnf-361:013755	necuatl	Traducción	meloja labaduras de miel; miel de maquey cocida un poco
candidate_spelling	labarde	1	labrado	labrado, labrada, Laborde, labrase, labrare, labrad	labarde -> labrado	1547 Olmos_V ?	1547-olmos-v:000776	altia	Traducción	labarde el cuerpo
candidate_spelling	labrandolo	1	laborándolo	laborándolo, labrando	labrandolo -> laborándolo	1571 Molina 2	1571-molina-2:024121	tlatacaxpololizpan	Traducción	tiempo de quitar los hoyos a las matas de maíz, labrandolo y deseruandolo la primera vez, después de nacido
candidate_spelling	lacereado	1	lacerado	lacerado	lacereado -> lacerado	1780 ? Bnf_361	1780-bnf-361:004270	tzotzocapa	Traducción	mesquino, escaso, avaro, lacereado
candidate_spelling	laceron	1	laceran	laceran, laceró, laceren, lacren, lacero, laceros	laceron -> laceran	2021 Wimmer	2021-wimmer:017564	ichpoli	Traducción (es)	cardo, laceron (sonchus)
candidate_spelling	ladronazo	1	ladrona	ladrona, ladrando, ladronas, ladroneo, ladroneado	ladronazo -> ladrona	1595 Rincón	1595-rincon:000306	ichtecapol	Traducción	ladronazo
candidate_spelling	lafee	1	lave	lave, late, lañe, lame, ladee, laxe	lafee -> lave	1571 Molina 2	1571-molina-2:023324	tlaneltoquilizcahua	Traducción	perder, dejar lafee, o renegar de ella
candidate_spelling	laguerra	1	lagarera	lagarera	laguerra -> lagarera	1571 Molina 2	1571-molina-2:003963	yaochichihua	Traducción	armarse para laguerra
candidate_spelling	lamar	1	Tamar	Tamar, lacar, llamar, amar, lavar, lamas	lamar -> Tamar	17?? Bnf_362	17-bnf-362:005100	tlaquehua	Traducción	salariar a alguno; alquilar; lamar los peones que travajan a jornal
candidate_spelling	lambedor	1	lamedor	lamedor	lambedor -> lamedor	1765 Cortés y Zedeño	1765-cortes-y-zedeno:004596	tlapapaloani	Traducción	lamedor, o lambedor el que lambe
candidate_spelling	lamona	1	lamina	lamina, lámina, Ramona, laman, lamban, lamían	lamona -> lamina	1571 Molina 1	1571-molina-1:009054	cotaloa	Traducción	cocar la simia o lamona
candidate_spelling	lanceda	1	lanceada	lanceada, lancead, lancea, lanceta, lancera	lanceda -> lanceada	153? Trilingüe	153-trilingue:009477	tepozoitzauhqui	Traducción	lanceda de sangrador
candidate_spelling	languidecientes	1	languidecieses	languidecieses, languideciese, languidecieres	languidecientes -> languidecieses	2021 Wimmer	2021-wimmer:003767	toneuhqui	Traducción (es)	necios, débiles, languidecientes, caídos
candidate_spelling	laotra	1	lastra	lastra, Latorre, latosa, lactar	laotra -> lastra	1571 Molina 1	1571-molina-1:007211	cenmitl	Traducción	braza, medida desde el codo, hasta laotra mano
candidate_spelling	laparones	1	lamparones	lamparones	laparones -> lamparones	17?? Bnf_362	17-bnf-362:000417	toquechtlaollo	Traducción	tener laparones
candidate_spelling	lapis	1	capis	capis, papis, lápiz, lapas, lapos, latís	lapis -> capis	2021 Wimmer	2021-wimmer:017475	ichcatetl	Traducción (es)	lapis gossipii. piedra dada como remedio para fiebres, venenos y diversas enfermedades
candidate_spelling	largartija	1	lagartija	lagartija	largartija -> lagartija	1580 Sahagún/Máynez	1580-sahagun-maynez:000149	ce cuetzpalin	Traducción	uno largartija
candidate_spelling	largera	1	largara	largara, largura, largará, largare, larguera	largera -> largara	1780 ? Bnf_361	1780-bnf-361:022111	tetlauhtiliztli	Traducción	merced por misericordia; limosna; largera con liberalidad; beneficio hacer de otro õ merced; magnificeincia en los gastos; donación dando algo de gracia, o de balde
candidate_spelling	largua	1	lagua	lagua, larga, largue, largura, largué	largua -> lagua	1780 ? Bnf_361	1780-bnf-361:001871	tlatzonicpiloani	Traducción	volvedor de arriba a bajo cosa largua y que cuelgue
candidate_spelling	lasoga	1	lagos	lagos	lasoga -> lagos	1571 Molina 2	1571-molina-2:012463	ana	Traducción	dar desi el cordel, o lasoga. etc.
candidate_spelling	lassivamente	1	lascivamente	lascivamente	lassivamente -> lascivamente	2021 Wimmer	2021-wimmer:008323	yoma	Traducción (es)	v.refl., moverse lassivamente
candidate_spelling	laste	1	las	las, paste, baste, gaste, late, liste	laste -> las	1645 Carochi	1645-carochi:000220	tzacuiltia	Traducción	castigar y hacer lastar a alguno alguna culpa / hacer que otro laste algo / hacerle pagar
candidate_spelling	latemalli	1	lateral	lateral, lateamos	latemalli -> lateral	2021 Wimmer	2021-wimmer:015152	cuitlatitimalli	Traducción (es)	variante latitimalli cocida de latemalli cocido
candidate_spelling	latria	1	patria	patria, latir, latía, latirá, latiría, latiré	latria -> patria	2021 Wimmer	2021-wimmer:026133	neteotiliztli	Traducción (es)	adoración de latria, adoración sólo de dios
candidate_spelling	lauarlos	1	lacarlos	lacarlos, lavarlos	lauarlos -> lacarlos	1571 Molina 2	1571-molina-2:014818	nexpaca	Traducción	colar paños para lauarlos
candidate_spelling	lauarse	1	lacarse	lacarse, laudares	lauarse -> lacarse	2021 Wimmer	2021-wimmer:021696	matequia	Traducción (es)	v.refl., lávate las manos. / v.refl., lauarse las manos. / v.t. tē-., lavarle las manos a alguien u ofrecerle agua para este fin; ser paje, sirviente
candidate_spelling	laue	1	laque	laque, late, lave, lañe, lame, laude	laue -> laque	1595 Rincón	1595-rincon:000484	pacaltia	Traducción	hacer a otro que laue
candidate_spelling	laueme	1	láqueme	láqueme, láveme	laueme -> láqueme	1595 Rincón	1595-rincon:000376	matequi	Traducción	laueme las manos (salto en el ma)
candidate_spelling	lauo	1	laco	laco, lado, laso, lago, lazo, lavo	lauo -> laco	1571 Molina 1	1571-molina-1:023488	patzquilia	Traducción	sacar zumo de algo esprimiéndolo, para otro o la ropa que se lauo
candidate_spelling	lavandolo	1	lavando	lavando, lavandero	lavandolo -> lavando	1780 ? Bnf_361	1780-bnf-361:018124	teaaltiani	Traducción	bañador de otro lavandolo fuera de baño
